customer_id,payer_name,first_name,last_name,gender,cpf,idade,cep,cidade,estado,endereco,graduado,trabalho,idioma,pessoa_fisica_juridica,email,payer_email,saldo,score_credito,produtos,device_brand,device_model,cor,device_date,os,material,barcode,total,data_pagamento,descrisão_pagamento,marca_carro,moeda,departamento,estoque,credit_card,estoque_industrial,frequencia,pagador,risco_emprestimo,marcas_consumidas,frequencia_transacoes,ativo,beneficiario_governo,estado_saude,bancos_cadastro,status_pagamento,valor_pagamento,tipo_transacao,status_conta,paises_visitados
491,Shelby Sercombe,Shelby,Sercombe,Male,822-04-8413,36,,Ras al-Khaimah,,9 Weeping Birch Center,true,Environmental Specialist,Bislama,pessoa jurídica,ssercombedm@360.cn,ssercombedm@guardian.co.uk,6233.27,733,produto1,Chea,Chea 208,Turquoise,0,Feature phone,Plexiglass,208573578-9,9686.95,3/13/2021,laoreet ut rhoncus aliquet pulvinar sed nisl nunc rhoncus dui vel sem sed sagittis nam congue risus semper,Ford,Dirham,Music,"Merrill Lynch & Co., Inc.",3536939765984493,n/a,Seldom,sim,médio,marca3,19,true,true,grave,bnb,aceito,5004.58,investimentos,ativa,100
492,Marthena Ramsier,Marthena,Ramsier,Female,425-17-8576,21,39820-000,Novo Cruzeiro,,24290 Dixon Junction,true,Nurse Practicioner,Sotho,pessoa jurídica,mramsierdn@forbes.com,mramsierdn@discovery.com,-144.19,413,produto3,Nokia,Nokia Lumia 525,Khaki,2014,"Microsoft Windows Phone 8, up to 8.1",Plastic,386998191-1,1798.92,10/13/2020,non quam nec dui luctus rutrum nulla tellus in sagittis dui vel nisl duis,Chrysler,Real,Home,"Morgan Stanley Emerging Markets Fund, Inc.",201698044009254,n/a,Seldom,não,médio,marca2,14,false,false,regular,caixa,pendente,3068.45,empréstimos,ativa,54
493,Ernaline Rackham,Ernaline,Rackham,Genderfluid,287-95-6068,42,,Cibinong,,2033 Susan Drive,true,Senior Developer,Aymara,pessoa jurídica,erackhamdo@gnu.org,erackhamdo@craigslist.org,-8683.16,605,produto1,alcatel,alcatel Pop C2,Red,2014,Android 4.2,Plastic,189980486-2,5336.15,10/10/2021,eu felis fusce posuere felis sed lacus morbi sem mauris laoreet,Lexus,Rupiah,Games,"NextEra Energy, Inc.",3570880201517843,n/a,Daily,não,baixo,marca3,76,false,false,bom,bradesco,pendente,9934.51,investimentos,ativa,66
494,Lonee Peartree,Lonee,Peartree,Female,579-87-7482,58,9000,Comodoro Rivadavia,,600 Stephen Hill,true,Analog Circuit Design manager,Czech,pessoa física,lpeartreedp@bbb.org,lpeartreedp@europa.eu,112.1,356,produto1,vivo,vivo Y91 (Mediatek),Goldenrod,2019,"Android 8.1, Funtouch 4.5",Rubber,940615018-2,9536.78,5/3/2021,lacinia nisi venenatis tristique fusce congue diam id ornare imperdiet sapien urna pretium nisl ut volutpat sapien arcu,Isuzu,Peso,Shoes,"TriState Capital Holdings, Inc.",30512463019057,Major Banks,Monthly,não,alto,marca2,72,true,false,regular,bradesco,pendente,8440.2,investimentos,desativada,69
495,Marillin Sprosson,Marillin,Sprosson,Female,668-59-1260,52,22-118,Chełm,,150 Talisman Parkway,false,Environmental Tech,Kannada,pessoa jurídica,msprossondq@google.com.hk,msprossondq@t.co,4453.79,761,produto1,Sagem,Sagem MY X6-2,Red,2005,Feature phone,Vinyl,547814308-1,5781.42,5/1/2021,vitae mattis nibh ligula nec sem duis aliquam convallis nunc proin at turpis a pede posuere,Jaguar,Zloty,Electronics,"Envestnet, Inc",503831589920294006,Business Services,Never,não,baixo,marca3,57,false,false,regular,bradesco,pendente,7621.82,investimentos,ativa,20
496,Celina Sturdy,Celina,Sturdy,Female,669-91-6206,68,48604,Saginaw,Michigan,11 Nelson Lane,false,Registered Nurse,Dutch,pessoa física,csturdydr@google.ru,csturdydr@archive.org,-5818.43,735,produto1,Micromax,Micromax Bolt Q339,Purple,2015,Android 4.4.2,Rubber,616109398-7,3312.24,10/19/2021,lectus aliquam sit amet diam in magna bibendum imperdiet nullam orci pede venenatis non sodales sed,Lexus,Dollar,Baby,"Boston Private Financial Holdings, Inc.",3545114826355476,Major Banks,Yearly,sim,baixo,marca3,37,false,true,ruim,santander,aceito,8829.44,empréstimos,desativada,16
497,Ulric Hamp,Ulric,Hamp,Male,606-90-1877,57,19970-000,Palmital,,6407 Del Sol Point,true,Budget/Accounting Analyst III,Fijian,pessoa física,uhampds@weebly.com,uhampds@stanford.edu,1795.57,568,produto2,Samsung,Samsung Google Nexus S I9023,Goldenrod,2011,"Android 2.3, up to 4.1.1",Aluminum,131103073-5,5435.83,10/1/2022,mus vivamus vestibulum sagittis sapien cum sociis natoque penatibus et magnis dis parturient montes nascetur ridiculus mus etiam vel,Mazda,Real,Grocery,QIWI plc,3540666550438716,Business Services,Daily,não,médio,marca2,58,false,false,bom,bb,pendente,6745.14,investimentos,desativada,24
498,Clare Dorling,Clare,Dorling,Genderqueer,806-73-0070,79,652900,Mundybash,,903 Swallow Pass,false,VP Product Management,Hindi,pessoa física,cdorlingdt@amazon.com,cdorlingdt@live.com,4034.81,703,produto2,Lava,Lava Flair E2,Violet,2015,Android 4.4,Wood,432292205-8,9816.8,2/23/2020,pellentesque volutpat dui maecenas tristique est et tempus semper est quam pharetra magna,Mercury,Ruble,Grocery,M&T Bank Corporation,6706543695339427,n/a,Monthly,sim,alto,marca1,92,false,true,bom,itaú,pendente,8468.16,investimentos,desativada,51
499,Donny Barroux,Donny,Barroux,Female,784-64-1347,63,8301,San Miguel,,02918 Jenifer Junction,false,Structural Analysis Engineer,Fijian,pessoa jurídica,dbarrouxdu@aol.com,dbarrouxdu@last.fm,-3174.06,332,produto3,Celkon,Celkon C77,Red,2011,Feature phone,Plexiglass,108628119-5,6399.62,6/23/2021,lacus morbi sem mauris laoreet ut rhoncus aliquet pulvinar sed nisl nunc rhoncus dui,Ford,Peso,Grocery,First Trust Nasdaq Bank ETF,3544987995892564,n/a,Seldom,sim,alto,marca2,26,true,true,ruim,bb,recusado,6220.44,investimentos,desativada,25
500,Moore Lewsy,Moore,Lewsy,Male,283-96-9589,68,,Jiuquan,,03225 Tennyson Pass,false,Staff Accountant IV,Latvian,pessoa jurídica,mlewsydv@last.fm,mlewsydv@cargocollective.com,5357.57,592,produto3,HTC,HTC Touch HD,Puce,2008,Microsoft Windows Mobile 6.1 Professional,Stone,349631729-9,9779.87,2/9/2021,libero ut massa volutpat convallis morbi odio odio elementum eu interdum eu tincidunt in leo maecenas,Subaru,Yuan Renminbi,Clothing,J P Morgan Chase & Co,4405581276123967,n/a,Daily,sim,alto,marca3,95,true,true,regular,santander,aceito,9926.83,consórcios,ativa,8
501,Iormina Ling,Iormina,Ling,Bigender,219-92-9511,70,G0N,Adstock,Québec,19864 Anniversary Avenue,true,Programmer Analyst II,Luxembourgish,pessoa jurídica,ilingdw@tmall.com,ilingdw@squidoo.com,5993.33,662,produto1,Sony,Sony Ericsson T270,Orange,2008,Feature phone,Plexiglass,082638759-4,5620.17,3/8/2021,gravida nisi at nibh in hac habitasse platea dictumst aliquam augue,Toyota,Dollar,Kids,"Ashford Hospitality Prime, Inc.",4903318982954990955,n/a,Monthly,não,médio,marca3,76,true,false,bom,itaú,recusado,5313.82,empréstimos,desativada,79
502,Donnie Muscroft,Donnie,Muscroft,Female,330-01-2086,36,63-301,Pleszew,,681 Homewood Place,false,Legal Assistant,Tajik,pessoa física,dmuscroftdx@csmonitor.com,dmuscroftdx@chron.com,3861.97,612,produto2,vivo,vivo iQOO Neo 855,Blue,2019,"Android 9.0, Funtouch 9",Vinyl,939458541-9,279.36,2/5/2021,est risus auctor sed tristique in tempus sit amet sem fusce,Pontiac,Zloty,Music,"First Capital, Inc.",3573828439312393,Savings Institutions,Never,não,baixo,marca1,4,false,true,grave,bradesco,pendente,3603.01,investimentos,ativa,75
503,Kiele Tash,Kiele,Tash,Female,138-53-7950,25,38000-000,Uberaba,,681 Morning Plaza,true,Design Engineer,Tok Pisin,pessoa jurídica,ktashdy@sbwire.com,ktashdy@simplemachines.org,-7996.9,726,produto3,BLU,BLU J7L,Violet,2020,Android 10,Glass,126127873-9,8490.76,5/17/2022,dolor quis odio consequat varius integer ac leo pellentesque ultrices mattis odio donec vitae nisi,Subaru,Real,Computers,"Clean Diesel Technologies, Inc.",502003567453555435,Pollution Control Equipment,Never,não,alto,marca2,92,false,true,regular,inter,recusado,7390.48,investimentos,desativada,23
504,Stearn Coomes,Stearn,Coomes,Male,769-23-6995,19,4505-224,Fiães,Aveiro,11460 Veith Plaza,false,Quality Control Specialist,Estonian,pessoa jurídica,scoomesdz@ftc.gov,scoomesdz@seattletimes.com,6240.39,395,produto2,Panasonic,Panasonic T41,Yellow,2014,Android 4.4.2,Glass,925469490-8,5949.59,6/3/2020,nam dui proin leo odio porttitor id consequat in consequat ut nulla sed accumsan felis ut at,Mitsubishi,Euro,Books,"Atlas Financial Holdings, Inc.",3530422427397756,Property-Casualty Insurers,Never,não,baixo,marca1,22,true,true,ruim,bb,recusado,6180.05,investimentos,desativada,79
505,Aubrette Schuster,Aubrette,Schuster,Genderfluid,207-48-4183,73,634027,Quimbaya,,2760 Walton Center,true,Structural Engineer,Nepali,pessoa física,aschustere0@naver.com,aschustere0@digg.com,8979.77,638,produto3,Telit,Telit t130,Orange,2006,Feature phone,Plexiglass,070170601-5,9239.71,6/19/2021,sapien placerat ante nulla justo aliquam quis turpis eget elit sodales scelerisque mauris sit amet eros suspendisse accumsan,Pontiac,Peso,Movies,Progenics Pharmaceuticals Inc.,4026060168195556,Major Pharmaceuticals,Seldom,sim,médio,marca3,80,false,false,bom,bradesco,aceito,893.58,financiamentos,desativada,99
506,Birk Miroy,Birk,Miroy,Male,814-48-1635,36,6328,Calape,,6281 Delladonna Terrace,true,Environmental Tech,Malay,pessoa física,bmiroye1@google.com.au,bmiroye1@storify.com,-7999.22,654,produto1,Acer,Acer Liquid Z220,Blue,2015,Android 5.0,Granite,542708870-9,1695.07,12/30/2022,sagittis nam congue risus semper porta volutpat quam pede lobortis ligula sit amet eleifend pede libero quis orci nullam,Audi,Peso,Grocery,Pimco California Municipal Income Fund II,3563605803557130,n/a,Weekly,não,alto,marca1,65,false,true,bom,itaú,recusado,4146.7,financiamentos,ativa,97
507,Cristobal De Morena,Cristobal,De Morena,Polygender,668-75-9519,47,153457,Ramiriquí,,28010 Scott Junction,false,Environmental Specialist,Norwegian,pessoa jurídica,cdee2@nhs.uk,cdee2@army.mil,2376.51,364,produto3,Samsung,Samsung C5010 Squash,Crimson,2010,Feature phone,Glass,170767789-1,7910.24,11/14/2020,luctus et ultrices posuere cubilia curae mauris viverra diam vitae quam suspendisse potenti nullam porttitor lacus at turpis,Chrysler,Peso,Computers,Community Bankers Trust Corporation.,3561030750349567,Major Banks,Weekly,sim,médio,marca2,45,true,false,grave,itaú,pendente,6501.48,consórcios,desativada,44
508,Ford Ullrich,Ford,Ullrich,Male,508-04-6907,48,172711,Belyy Gorodok,,803 Victoria Street,false,Recruiting Manager,Indonesian,pessoa física,fullriche3@exblog.jp,fullriche3@lulu.com,-5966.23,653,produto3,Micromax,Micromax Q7,Indigo,2010,Feature phone,Stone,308494629-9,3928.57,12/12/2020,orci mauris lacinia sapien quis libero nullam sit amet turpis elementum ligula vehicula consequat morbi a,GMC,Ruble,Sports,Handy & Harman Ltd.,374288325524279,Industrial Specialties,Yearly,não,baixo,marca1,11,true,true,grave,caixa,aceito,4861.69,financiamentos,ativa,50
509,Nappie Bridgewater,Nappie,Bridgewater,Male,378-60-0781,79,3040-704,Casal de São João,Coimbra,17 Portage Court,true,VP Accounting,Malagasy,pessoa física,nbridgewatere4@symantec.com,nbridgewatere4@cam.ac.uk,-9396.48,673,produto2,BLU,BLU Studio Pro,Indigo,2017,Android 7.0,Plastic,249214213-2,8102.49,5/15/2022,varius integer ac leo pellentesque ultrices mattis odio donec vitae,Mazda,Euro,Music,Walter Investment Management Corp.,503837851326304951,Finance: Consumer Services,Once,sim,baixo,marca2,22,true,true,ruim,bradesco,pendente,9489.06,financiamentos,ativa,48
510,Jill Lugden,Jill,Lugden,Female,491-84-5940,37,,Aţ Ţafīlah,,4661 Waubesa Court,true,Business Systems Development Analyst,Oriya,pessoa jurídica,jlugdene5@wikia.com,jlugdene5@cnbc.com,-1375.81,732,produto1,Dell,Dell XCD35,Aquamarine,2010,Android 2.1,Rubber,004815984-0,3215.49,2/6/2021,dui luctus rutrum nulla tellus in sagittis dui vel nisl duis ac nibh fusce lacus purus,Kia,Dinar,Automotive,Dawson Geophysical Company,3551536873111504,Oil & Gas Production,Weekly,sim,médio,marca3,30,true,false,grave,santander,aceito,7505.86,consórcios,desativada,78
511,Tabbi Smurfitt,Tabbi,Smurfitt,Female,260-59-0643,37,,Shuitian,,9249 Dryden Circle,true,Executive Secretary,Tetum,pessoa jurídica,tsmurfitte6@t.co,tsmurfitte6@statcounter.com,3021.7,715,produto2,Nokia,Nokia 6.2,Aquamarine,2019,"Android 9.0, up to Android 10, Android One",Granite,611454528-1,1392.8,10/6/2022,iaculis justo in hac habitasse platea dictumst etiam faucibus cursus urna ut tellus,Buick,Yuan Renminbi,Jewelry,Cabot Microelectronics Corporation,3561562708105873,Semiconductors,Weekly,não,alto,marca3,7,false,true,regular,inter,recusado,3314.89,consórcios,ativa,48
512,Megan Braemer,Megan,Braemer,Female,391-47-8465,81,141662,Ramenki,,2303 Kennedy Junction,true,Senior Editor,Croatian,pessoa jurídica,mbraemere7@nsw.gov.au,mbraemere7@photobucket.com,2156.74,694,produto2,Sagem,Sagem my500X,Goldenrod,2006,Feature phone,Aluminum,645390174-9,1465.41,4/1/2022,vivamus vel nulla eget eros elementum pellentesque quisque porta volutpat erat quisque erat eros viverra eget congue eget semper rutrum,Land Rover,Ruble,Health,Uniti Group Inc.,3567527217247676,Real Estate Investment Trusts,Seldom,sim,alto,marca1,32,true,false,ruim,inter,pendente,6618.16,consórcios,desativada,26
513,Byrom Brownsett,Byrom,Brownsett,Male,878-18-5935,52,21-132,Kamionka,,0 Oak Valley Pass,true,Environmental Specialist,Khmer,pessoa jurídica,bbrownsette8@squarespace.com,bbrownsette8@yelp.com,-2840.69,803,produto3,alcatel,alcatel OT-506,Maroon,2011,Feature phone,Vinyl,351018720-2,8856.43,7/23/2022,velit eu est congue elementum in hac habitasse platea dictumst morbi vestibulum velit id pretium iaculis diam erat fermentum justo,Dodge,Zloty,Beauty,Barington/Hilco Acquisition Corp.,3562715201681258,Business Services,Once,sim,alto,marca3,15,true,false,bom,caixa,pendente,635.6,investimentos,desativada,71
514,Nathaniel Rayburn,Nathaniel,Rayburn,Male,696-26-0589,60,,Qianzhou,,35029 1st Avenue,true,Research Associate,Assamese,pessoa jurídica,nrayburne9@bloomberg.com,nrayburne9@apache.org,-4378.02,733,produto2,Nokia,Nokia C5-03,Turquoise,2010,"Symbian 9.4, Series 60 rel. 5",Aluminum,534093751-8,3234.25,6/11/2021,ut erat id mauris vulputate elementum nullam varius nulla facilisi cras non,Volkswagen,Yuan Renminbi,Jewelry,Origin Agritech Limited,3569118260793648,Farming/Seeds/Milling,Weekly,não,alto,marca2,42,false,true,regular,caixa,recusado,2023.2,financiamentos,desativada,69
515,Ellerey Jurek,Ellerey,Jurek,Male,834-74-0595,44,,Nanjiao,,23320 Bonner Place,false,Quality Control Specialist,Guaraní,pessoa física,ejurekea@rakuten.co.jp,ejurekea@msu.edu,-1498.51,584,produto1,Philips,Philips Xenium X600,Khaki,2009,Feature phone,Stone,669365454-1,1377.49,10/25/2022,eros suspendisse accumsan tortor quis turpis sed ante vivamus tortor duis mattis egestas metus,Volkswagen,Yuan Renminbi,Outdoors,Invesco High Income Trust II,3557365924539347,n/a,Daily,não,baixo,marca3,7,true,true,grave,caixa,pendente,9413.96,financiamentos,ativa,17
516,Trudy Bernlin,Trudy,Bernlin,Genderqueer,359-59-0280,56,509-0307,Minokamo,,3 Parkside Way,true,Director of Sales,Kazakh,pessoa física,tbernlineb@booking.com,tbernlineb@bloglines.com,-7803.89,339,produto2,NIU,NIU Andy C5.5E2I,Mauv,2016,Android 4.4,Steel,073947869-9,1764.7,8/19/2022,ac enim in tempor turpis nec euismod scelerisque quam turpis adipiscing lorem vitae mattis,Pontiac,Yen,Beauty,Sunrun Inc.,6385958830140407,Industrial Specialties,Monthly,não,alto,marca2,23,false,false,regular,bnb,pendente,8866.73,financiamentos,ativa,41
517,Tobiah Maryott,Tobiah,Maryott,Male,479-23-9685,61,417088,Acevedo,,4 Fremont Way,false,Clinical Specialist,Maltese,pessoa física,tmaryottec@dagondesign.com,tmaryottec@aboutads.info,-7874.55,554,produto1,BlackBerry,BlackBerry Curve 9370,Blue,2011,BlackBerry OS 7.0,Vinyl,822098239-X,3796.25,11/22/2021,erat tortor sollicitudin mi sit amet lobortis sapien sapien non mi integer ac neque duis bibendum morbi non quam,Infiniti,Peso,Toys,The Obesity ETF,3564527655139719,n/a,Once,sim,baixo,marca1,78,false,true,ruim,itaú,aceito,3558.7,investimentos,desativada,12
518,Loren Gaskin,Loren,Gaskin,Female,327-76-2109,46,10516,Cotuí,,62 Johnson Trail,true,Senior Cost Accountant,Swedish,pessoa física,lgaskined@shutterfly.com,lgaskined@go.com,3903.4,529,produto2,Lenovo,Lenovo K860,Orange,2012,Android 4.0.4,Plexiglass,467678187-3,8142.81,11/5/2022,vehicula condimentum curabitur in libero ut massa volutpat convallis morbi odio,Chrysler,Peso,Automotive,"The Michaels Companies, Inc.",50384626463191661,Recreational Products/Toys,Seldom,não,baixo,marca2,45,true,false,grave,caixa,recusado,5572.87,consórcios,desativada,100
519,Jim Averall,Jim,Averall,Male,401-15-9826,67,,Nouaseur,,00 Sage Terrace,true,Geologist I,Somali,pessoa jurídica,javerallee@amazon.co.jp,javerallee@nba.com,7279.8,494,produto2,Nokia,Nokia 6267,Green,2007,Feature phone,Glass,986368508-9,6262.96,2/13/2021,lobortis ligula sit amet eleifend pede libero quis orci nullam molestie nibh in lectus pellentesque at,Volkswagen,Dirham,Jewelry,Kitov Pharmaceuticals Holdings Ltd.,201822065018354,Major Pharmaceuticals,Weekly,sim,alto,marca1,74,false,false,regular,caixa,recusado,6500.05,financiamentos,ativa,33
520,Duke Halward,Duke,Halward,Male,695-93-5439,42,696 74,Velká nad Veličkou,,8416 Maple Wood Place,false,Geological Engineer,Punjabi,pessoa jurídica,dhalwardef@constantcontact.com,dhalwardef@thetimes.co.uk,-5400.84,616,produto3,Wiko,Wiko Robby,Crimson,2016,Android 6.0.1,Stone,776778967-5,3131.79,6/3/2021,lectus pellentesque at nulla suspendisse potenti cras in purus eu magna vulputate luctus,Lexus,Koruna,Garden,"Neurocrine Biosciences, Inc.",4041378667114410,Biotechnology: Biological Products (No Diagnostic Substances),Never,sim,médio,marca1,51,false,false,bom,bradesco,aceito,2479.49,empréstimos,desativada,29
521,Margit Koppe,Margit,Koppe,Polygender,886-51-6016,59,395003,R S,Gujarat,03 Heffernan Circle,true,Electrical Engineer,Oriya,pessoa física,mkoppeeg@google.ca,mkoppeeg@purevolume.com,-7288.02,578,produto2,BLU,BLU Dash L4,Crimson,2017,Android 6.0,Brass,167227817-1,9572.8,3/7/2022,leo odio porttitor id consequat in consequat ut nulla sed accumsan,Ford,Rupee,Automotive,Alphabet Inc.,4405248052569322,"Computer Software: Programming, Data Processing",Daily,não,baixo,marca1,84,false,true,regular,bb,aceito,4177.28,investimentos,ativa,96
522,Benito Game,Benito,Game,Male,244-93-9019,37,,Fengyang Fuchengzhen,,487 Di Loreto Road,true,Registered Nurse,New Zealand Sign Language,pessoa física,bgameeh@odnoklassniki.ru,bgameeh@merriam-webster.com,-6770.0,632,produto1,alcatel,alcatel Pop S3,Red,2014,Android 4.3,Rubber,509697274-7,9260.32,11/26/2021,pede ullamcorper augue a suscipit nulla elit ac nulla sed vel enim sit amet,Citroën,Yuan Renminbi,Kids,Blackrock MuniYield Pennsylvania Quality Fund,4905504763156725,n/a,Once,não,médio,marca1,57,false,true,bom,inter,pendente,7481.63,empréstimos,desativada,33
523,Grant Eouzan,Grant,Eouzan,Male,327-06-5273,78,,Jeberos,,8 Old Gate Center,false,Programmer I,Greek,pessoa jurídica,geouzanei@fc2.com,geouzanei@odnoklassniki.ru,7379.71,699,produto1,alcatel,alcatel OT-605,Khaki,2012,Feature phone,Glass,433669447-8,7330.73,8/24/2022,massa quis augue luctus tincidunt nulla mollis molestie lorem quisque,Toyota,Sol,Outdoors,"Catalent, Inc.",5434107803512555,Major Pharmaceuticals,Never,sim,médio,marca2,67,false,true,regular,santander,pendente,8060.79,investimentos,ativa,72
524,Koenraad Yosselevitch,Koenraad,Yosselevitch,Male,530-70-7040,69,939-1351,Sendai,,8670 Drewry Center,false,Media Manager III,Somali,pessoa jurídica,kyosselevitchej@networkadvertising.org,kyosselevitchej@arstechnica.com,-9921.85,524,produto2,VK,VK Mobile VK7000,Puce,0,Feature phone,Plexiglass,994652312-4,9753.47,3/1/2021,dui nec nisi volutpat eleifend donec ut dolor morbi vel lectus in quam,Chevrolet,Yen,Games,Jensyn Acquistion Corp.,5038132529750156,Business Services,Often,não,baixo,marca3,19,false,true,ruim,bb,aceito,3643.88,empréstimos,ativa,47
525,Smith Merrigans,Smith,Merrigans,Male,887-44-2402,59,,Jishan,,5 Forest Run Junction,false,Associate Professor,Kashmiri,pessoa jurídica,smerrigansek@google.es,smerrigansek@senate.gov,5381.14,366,produto1,Asus,Asus Zenfone 2E,Goldenrod,2015,"Android 5.0, ZenUI",Brass,188692176-8,1289.07,1/27/2022,cum sociis natoque penatibus et magnis dis parturient montes nascetur ridiculus mus etiam vel augue vestibulum rutrum rutrum neque aenean,Acura,Yuan Renminbi,Beauty,"Ballard Power Systems, Inc.",3528720006505945,Industrial Machinery/Components,Weekly,não,médio,marca2,14,true,true,regular,itaú,recusado,1793.28,financiamentos,ativa,37
526,Khalil Clyne,Khalil,Clyne,Male,304-25-9977,40,,Kopang Satu,,9224 Knutson Point,false,VP Sales,Malay,pessoa jurídica,kclyneel@answers.com,kclyneel@oakley.com,4914.04,522,produto1,Samsung,Samsung E1100,Turquoise,2009,Feature phone,Steel,448708355-9,2764.24,10/17/2020,sit amet diam in magna bibendum imperdiet nullam orci pede venenatis non,GMC,Rupiah,Baby,Till Capital Ltd.,30327467961877,Property-Casualty Insurers,Weekly,sim,alto,marca2,3,true,false,regular,bradesco,recusado,670.66,financiamentos,desativada,91
527,Wilhelmina Rubens,Wilhelmina,Rubens,Female,845-55-6355,56,,Đống Đa,,651 Crest Line Point,false,Structural Engineer,Bosnian,pessoa física,wrubensem@com.com,wrubensem@irs.gov,-1917.92,589,produto2,Gionee,Gionee Marathon M5 Plus,Fuscia,2015,"Android 5.1, Amigo 3.1",Wood,088235669-0,9516.27,3/25/2021,pellentesque ultrices mattis odio donec vitae nisi nam ultrices libero non,Chrysler,Dong,Movies,Alphabet Inc.,3583327559844481,"Computer Software: Programming, Data Processing",Once,não,baixo,marca3,48,false,true,regular,santander,recusado,1027.71,consórcios,ativa,48
528,Gordy Haster,Gordy,Haster,Male,250-84-6665,80,,Chaupimarca,,2 1st Lane,false,Systems Administrator IV,Georgian,pessoa jurídica,ghasteren@dot.gov,ghasteren@squidoo.com,2462.36,803,produto3,Amazon,Amazon Fire HD 7,Fuscia,2014,"Android 4.4, Fire 4",Rubber,342444731-5,3456.62,7/7/2021,nulla facilisi cras non velit nec nisi vulputate nonummy maecenas tincidunt lacus at velit vivamus vel nulla eget eros elementum,Mazda,Sol,Movies,John Hancock Premium Dividend Fund,4911332428006459586,n/a,Once,não,médio,marca2,80,true,false,ruim,inter,recusado,5171.08,financiamentos,ativa,88
529,Vally Clitsome,Vally,Clitsome,Female,245-45-1526,60,57210,Kap Choeng,,4005 Lakeland Avenue,false,Editor,Icelandic,pessoa jurídica,vclitsomeeo@sun.com,vclitsomeeo@yale.edu,-7831.81,648,produto3,Plum,Plum Compass,Red,2017,Android 6.0,Granite,158772477-4,1660.11,8/24/2020,tellus in sagittis dui vel nisl duis ac nibh fusce,Chevrolet,Baht,Beauty,"GenMark Diagnostics, Inc.",3566350926668947,Medical/Dental Instruments,Once,não,baixo,marca1,87,false,true,bom,santander,aceito,667.61,investimentos,ativa,60
530,Cami Eggle,Cami,Eggle,Female,766-87-3868,69,,Hunkuyi,,633 Prairie Rose Avenue,true,Information Systems Manager,German,pessoa jurídica,ceggleep@xinhuanet.com,ceggleep@hhs.gov,5289.85,707,produto2,alcatel,alcatel OT-565,Pink,2010,Feature phone,Wood,455644251-6,7679.72,3/18/2022,sapien cursus vestibulum proin eu mi nulla ac enim in,Acura,Naira,Beauty,Aegon NV,3589879882143142,Life Insurance,Once,não,baixo,marca3,18,false,true,grave,bnb,recusado,2539.6,investimentos,ativa,35
531,Chalmers Ponting,Chalmers,Ponting,Male,646-31-3240,42,6337,Gocoton,,1550 Dryden Court,true,Pharmacist,Italian,pessoa física,cpontingeq@pagesperso-orange.fr,cpontingeq@webeden.co.uk,9281.83,747,produto1,Honor,Honor V30 Pro,Goldenrod,2019,"Android 10, Magic UI 3",Wood,684249535-0,6275.03,1/17/2022,sed augue aliquam erat volutpat in congue etiam justo etiam pretium iaculis justo in hac habitasse,Toyota,Peso,Jewelry,"Valeritas Holdings, Inc.",6706031952732930,Medical/Dental Instruments,Seldom,sim,alto,marca2,83,false,false,bom,itaú,aceito,5598.25,empréstimos,desativada,35
532,Karena Feare,Karena,Feare,Female,638-02-8658,30,,Sanzhou,,7572 Calypso Terrace,true,Desktop Support Technician,Estonian,pessoa jurídica,kfeareer@discovery.com,kfeareer@bigcartel.com,-5560.26,485,produto2,Motorola,Motorola Moto G Dual SIM (2nd gen),Aquamarine,2014,"Android 4.4.4, up to Android L",Brass,636313921-X,8008.18,1/30/2021,eget nunc donec quis orci eget orci vehicula condimentum curabitur in libero ut massa volutpat convallis morbi odio odio,Buick,Yuan Renminbi,Shoes,"PNC Financial Services Group, Inc. (The)",4041593573264,Major Banks,Often,sim,alto,marca3,83,true,false,ruim,inter,pendente,7664.47,consórcios,ativa,71
533,Nehemiah Tumber,Nehemiah,Tumber,Male,710-64-2216,28,41199,Mönchengladbach,Nordrhein-Westfalen,10501 8th Point,false,Internal Auditor,Portuguese,pessoa jurídica,ntumberes@amazon.de,ntumberes@ihg.com,4165.74,473,produto1,Sony,Sony Ericsson BRAVIA S004,Crimson,2010,Feature phone,Wood,740894747-7,7651.17,12/26/2022,risus auctor sed tristique in tempus sit amet sem fusce,Toyota,Euro,Baby,Westlake Chemical Partners LP,372301212118089,Major Chemicals,Once,não,médio,marca1,62,true,true,bom,inter,aceito,5876.22,consórcios,ativa,80
534,Amalee Zorzini,Amalee,Zorzini,Female,836-57-2609,33,,Norabats’,,39 Rowland Pass,false,Environmental Tech,Telugu,pessoa física,azorziniet@umn.edu,azorziniet@ask.com,5535.02,421,produto3,Samsung,Samsung Galaxy A8s,Violet,2018,"Android 9.0, One UI",Brass,212226730-5,6439.83,7/12/2022,lectus in quam fringilla rhoncus mauris enim leo rhoncus sed vestibulum sit amet cursus id turpis integer,Toyota,Dram,Shoes,Eaton Vance Senior Income Trust,3578023473360996,n/a,Daily,não,médio,marca1,3,false,true,grave,santander,pendente,3387.6,financiamentos,desativada,49
